[Result Details],,,,,,,,,,,,,,,,,,,,,
2D Batch Result Name,SR-15 endur (150 Nm) - Final Drive Ratio,,,,,,,,,,,,,,,,,,,,
Date Created,3/11/2025 7:09:50 PM,,,,,,,,,,,,,,,,,,,,
Track,2024 Endurance OG,,,,,,,,,,,,,,,,,,,,
Vehicle,SR-15 endur (150 Nm),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
[KPI Values],,,,,,,,,,,,,,,,,,,,,
Aero Efficiency [-],2.468965517,2.468965517,2.468965517,2.468965517,2.468965517,2.468965517,2.468965517,2.468965517,2.468965517,2.468965517,2.468965517,2.468965517,2.468965517,2.468965517,2.468965517,2.468965517,2.468965517,2.468965517,2.468965517,2.468965517,2.468965517
Frontal Area [m^2],1.171,1.171,1.171,1.171,1.171,1.171,1.171,1.171,1.171,1.171,1.171,1.171,1.171,1.171,1.171,1.171,1.171,1.171,1.171,1.171,1.171
Drivetrain Efficiency [%],95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
Tire Rolling Radius [m],0.229,0.229,0.229,0.229,0.229,0.229,0.229,0.229,0.229,0.229,0.229,0.229,0.229,0.229,0.229,0.229,0.229,0.229,0.229,0.229,0.229
Air Density [kg/m^3],1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17
Rev Limit [rpm],5300,5300,5300,5300,5300,5300,5300,5300,5300,5300,5300,5300,5300,5300,5300,5300,5300,5300,5300,5300,5300
Longitudinal Friction [-],1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
Lateral Friction [-],1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7
Final Drive Ratio [-],2,2.15,2.3,2.45,2.6,2.75,2.9,3.05,3.2,3.35,3.5,3.65,3.8,3.95,4.1,4.25,4.4,4.55,4.7,4.85,5
Fuel Energy Density [J/kg],720000,720000,720000,720000,720000,720000,720000,720000,720000,720000,720000,720000,720000,720000,720000,720000,720000,720000,720000,720000,720000
