[Result Details]
2D Batch Result Name,SR-15 endur (150 Nm) - Final Drive Ratio
Date Created,3/11/2025 7:09:50 PM
Track,2024 Endurance OG
Vehicle,SR-15 endur (150 Nm)

[KPI Values]
Lap time [s],64.2403084453028,63.7150461728256,63.2470579614667,62.8293300376,62.449269741216,62.109018890802,61.8028544100965,61.5278175989054,61.2767175602121,61.0447922628063,60.8483653021828,60.6932548671646,60.5769571945685,60.49632745947,60.4612016132149,60.458780197221,60.4908193231327,60.5552959489854,60.6454439868365,60.7612345963323,60.9033261352413,
Percent in Corners [%],68.737878498182,68.8547681243998,68.9665446814415,69.0758288697987,69.1830260048128,69.2917137098178,69.4008853747182,69.509209218466,69.6134974750256,69.7160718495905,69.8198067180835,69.9179630371832,70.0026915880391,70.0738059830536,70.1263182369386,70.150703704542,70.1392744829431,70.0928173273513,70.0202933029731,69.9304595450325,69.8234925640906,
Percent Accelerating [%],63.432441761299,62.5447228122846,59.7325339662106,58.9623256935709,58.2633037040521,57.631793233529,56.6863200860118,56.1216085638384,55.5548192884391,54.8406084735421,54.3431604114126,53.9736553622428,53.6604910286429,53.0218876421024,52.8484818893435,52.8026154093237,52.9295828689268,53.0208748366268,53.013379544503,52.9212560222339,52.944871393051,
Percent Braking [%],35.7984156996265,36.6556228413474,39.4365791267595,40.1789850753361,40.8727811641354,41.4995588621316,42.4407288243497,43.001538149218,43.5474185941369,44.2582185735086,44.7527575243865,45.1029853227692,45.4143769602107,45.5765545317374,45.6243822171339,45.5652646122404,45.3427486820027,45.137334145993,44.8582550405102,44.4764576246481,44.0195160705949,
Percent Coasting [%],0.243900896237254,0.245911597738895,0.247731187969453,0.249378256858546,0.25089594913271,0.25227042842062,0.253520148121303,0.254653413948583,0.255696933977753,0.256668394199998,0.257496955366933,0.258155026265424,0.258650640936647,0.258995371493651,0.259145838757898,0.259156217728111,0.259018954937103,0.258743162902988,0.25835854722686,0.257866202167537,0.257264583047142,
Percent 100% Throttle [%],27.1109298999538,26.6534464853187,26.2635719330396,25.8094575888802,25.3527666680096,24.9613877194043,24.5816253766775,24.161939483879,23.8310599737237,23.5323251074343,23.1593618196341,22.8815839206364,22.6038850558993,22.3852470720448,22.2147254692823,22.1689152897137,22.3121412509837,22.4360333289931,22.6256052195174,22.8700844642707,23.2187268484695,
Percent TCS Enabled [%],37.358561250805,39.5596143738972,42.1995961619737,44.2891716658354,46.9668629106239,49.3263827470322,51.5106015877045,52.5112671562022,53.1260574681594,54.2309298714757,58.6772406158061,63.5834454493178,67.9891638265968,73.1246423540125,77.8142184885723,80.5687714158425,82.4211311136675,83.845755670184,84.9887273143178,86.3934261575399,85.532531490183,
Lowest Speed [km/h],29.0183183640983,29.0183183640983,29.0183183640983,29.0183183640983,29.0183183640983,29.0183183640983,29.0183183640983,29.0183183640983,29.0183183640983,29.0183183640983,29.0183183640983,29.0183183640983,29.0183183640983,29.0183183640983,29.0183183640983,29.0183183640983,29.0183183640983,29.0183183640983,29.0183183640983,29.0183183640983,29.0183183640983,
Highest Speed [km/h],94.1326094573552,96.6370749480265,99.0574247222916,101.318772166223,103.426932981582,105.518968649129,107.533660711936,109.474979348816,111.346465674622,113.15129095169,114.890956898458,116.594044790054,118.247835526533,115.836486187198,111.598565960837,107.659793044572,103.989572827144,100.561345151523,97.351940519028,94.3410557607076,91.5108240878863,
Average Speed [km/h],60.7973614208123,61.4428596067035,62.0367684162583,62.5863255933069,63.1041627784942,63.5856382267235,64.0366930729399,64.4595628559086,64.8554652245038,65.2340667349055,65.5781205104416,65.8715810744703,66.1127662808036,66.2891588806707,66.3501269260081,66.3275226581818,66.2112001949302,66.0174538277572,65.7696815409327,65.4720899519733,65.1282092176077,
Energy Spent [kJ],785.655366406962,827.4450018544,862.726513620938,902.876362483994,940.907979093756,976.97319064804,1008.47417125124,1041.81985403025,1074.05660221952,1105.09907704872,1133.94937638746,1160.94463886661,1184.04433415547,1194.17973112832,1209.81362826009,1225.11709918283,1244.81335236209,1260.52619447724,1273.25108734347,1283.1629194229,1296.68477985822,
Fuel Consumption [kg],∞,∞,∞,∞,∞,∞,∞,∞,∞,∞,∞,∞,∞,∞,∞,∞,∞,∞,∞,∞,∞,
Gear Shifts [-],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Maximum Lateral Acceleration [m/s^2],23.5817676385536,23.5817676385536,23.5817676385536,23.5817676385536,-23.7960151998922,-24.0753862235896,-24.4831949864952,-24.9291843874012,-24.9483624807912,-24.9483624807912,25.4550221157346,25.4584943796845,25.4584943796845,25.4584943796845,25.4584943796845,25.4584943796845,25.4584943796845,25.4584943796845,25.4584943796845,25.4584943796845,25.4584943796845,
Maximum Longitudinal Acceleration [m/s^2],4.07169425924454,4.40526802578628,4.73029921659409,5.06387298313584,5.38790540099688,5.70291202422173,6.02716231703511,6.35010896881564,6.68368273535738,6.95230524551025,7.09564400339259,7.23123882341461,7.36364170298615,7.49834974067806,7.6318784673474,7.76568493132459,7.90004382953645,8.03441814696697,8.16452245150861,8.29493763255729,8.29608712292295,
Maximum Longitudinal Deceleration [m/s^2],-24.0150246717612,-24.4012210786739,-24.7935894556124,-25.1922300157024,-25.5972444812261,-25.8021741378771,-26.2169435765491,-26.4268097690702,-26.8515718877129,-27.066494837396,-27.2831305702074,-27.5014928602098,-27.7215955881909,-28.1670784208919,-28.3924868298496,-27.8356669960316,-26.8515718877129,-26.008736118009,-25.2959395939064,-24.5966275425315,-23.9632375846972,
